total number of analysis:364378 
total number of analysis until best:315070 
top-scored iteration: 4320 

Microsoft Windows [Version 10.0.22000.613]
(c) Microsoft Corporation. All rights reserved.

C:\Users\dream\Documents\Research\RL_Construction\20220428>python Train.py
C:\Users\dream\anaconda3\lib\site-packages\torch\nn\init.py:388: UserWarning: Initializing zero-element tensors is a no-op
  warnings.warn("Initializing zero-element tensors is a no-op")
episode 4015: step=68  reward=-21.0 aveQ=-13.31  loss=0.31
episode 4016: step=42  reward=-14.0 aveQ=-8.11   loss=0.26
episode 4017: step=72  reward=-22.0 aveQ=-12.90  loss=0.26
episode 4018: step=89  reward=-32.0 aveQ=-17.00  loss=0.27
episode 4019: step=110 reward=-33.0 aveQ=-16.27  loss=0.26
episode 4020: step=68  reward=-22.0 aveQ=-10.44  loss=0.28
episode 4021: step=89  reward=-28.0 aveQ=-15.34  loss=0.27
episode 4022: step=42  reward=-14.0 aveQ=-8.29   loss=0.32
episode 4023: step=89  reward=-47.0 aveQ=-18.37  loss=0.34
episode 4024: step=89  reward=-28.0 aveQ=-14.71  loss=0.25
episode 4025: step=55  reward=-17.0 aveQ=-10.23  loss=0.22
episode 4026: step=55  reward=-17.0 aveQ=-8.91   loss=0.31
episode 4027: step=55  reward=-18.0 aveQ=-10.06  loss=0.22
episode 4028: step=89  reward=-30.0 aveQ=-11.60  loss=0.26
episode 4029: step=110 reward=-36.0 aveQ=-16.67  loss=0.24
episode 4030: step=55  reward=-16.0 aveQ=-8.76   loss=0.22
episode 4031: step=110 reward=-32.0 aveQ=-15.35  loss=0.21
episode 4032: step=55  reward=-17.0 aveQ=-10.33  loss=0.23
episode 4033: step=89  reward=-30.0 aveQ=-15.60  loss=0.21
episode 4034: step=55  reward=-18.0 aveQ=-10.59  loss=0.21
episode 4035: step=89  reward=-27.0 aveQ=-14.59  loss=0.26
episode 4036: step=72  reward=-23.0 aveQ=-12.05  loss=0.25
episode 4037: step=72  reward=-24.0 aveQ=-12.90  loss=0.28
episode 4038: step=68  reward=-23.0 aveQ=-13.78  loss=0.25
episode 4039: step=42  reward=-19.0 aveQ=-8.98   loss=0.28
episode 4040: step=42  reward=-13.0 aveQ=-8.42   loss=0.28
episode 4041: step=89  reward=-28.0 aveQ=-15.44  loss=0.29
episode 4042: step=89  reward=-27.0 aveQ=-16.22  loss=0.27
episode 4043: step=89  reward=-33.0 aveQ=-16.59  loss=0.44
episode 4044: step=68  reward=-21.0 aveQ=-12.35  loss=0.34
episode 4045: step=89  reward=-29.0 aveQ=-13.26  loss=0.29
episode 4046: step=55  reward=-18.0 aveQ=-10.37  loss=0.31
episode 4047: step=72  reward=-23.0 aveQ=-11.64  loss=0.33
episode 4048: step=89  reward=-55.0 aveQ=-29.00  loss=0.29
episode 4049: step=110 reward=-35.0 aveQ=-20.21  loss=0.26
episode 4050: step=42  reward=-13.0 aveQ=-8.47   loss=0.25
episode 4051: step=55  reward=-20.0 aveQ=-10.42  loss=0.28
episode 4052: step=110 reward=-35.0 aveQ=-20.92  loss=0.30
episode 4053: step=68  reward=-23.0 aveQ=-14.47  loss=0.31
episode 4054: step=110 reward=-33.0 aveQ=-17.29  loss=0.33
episode 4055: step=55  reward=-22.0 aveQ=-11.66  loss=0.32
episode 4056: step=68  reward=-29.0 aveQ=-14.16  loss=0.34
episode 4057: step=55  reward=-20.0 aveQ=-10.88  loss=0.37
episode 4058: step=68  reward=-24.0 aveQ=-13.08  loss=0.24
episode 4059: step=110 reward=-35.0 aveQ=-18.83  loss=0.23
episode 4060: step=55  reward=-17.0 aveQ=-11.92  loss=0.23
episode 4061: step=55  reward=-18.0 aveQ=-12.57  loss=0.28
episode 4062: step=72  reward=-27.0 aveQ=-13.83  loss=0.26
episode 4063: step=68  reward=-23.0 aveQ=-13.35  loss=0.34
episode 4064: step=72  reward=-23.0 aveQ=-14.33  loss=0.24
episode 4065: step=55  reward=-19.0 aveQ=-10.76  loss=0.23
episode 4066: step=55  reward=-18.0 aveQ=-11.92  loss=0.28
episode 4067: step=89  reward=-26.0 aveQ=-16.61  loss=0.24
episode 4068: step=42  reward=-14.0 aveQ=-8.35   loss=0.20
episode 4069: step=68  reward=-23.0 aveQ=-12.91  loss=0.26
episode 4070: step=42  reward=-14.0 aveQ=-8.06   loss=0.23
episode 4071: step=68  reward=-21.0 aveQ=-13.47  loss=0.24
episode 4072: step=89  reward=-25.0 aveQ=-16.51  loss=0.25
episode 4073: step=89  reward=-27.0 aveQ=-18.82  loss=0.25
episode 4074: step=89  reward=-31.0 aveQ=-15.90  loss=0.22
episode 4075: step=68  reward=-26.0 aveQ=-13.93  loss=0.19
episode 4076: step=42  reward=-16.0 aveQ=-8.36   loss=0.15
episode 4077: step=68  reward=-23.0 aveQ=-13.10  loss=0.17
episode 4078: step=72  reward=-26.0 aveQ=-14.25  loss=0.16
episode 4079: step=68  reward=-22.0 aveQ=-13.56  loss=0.16
episode 4080: step=89  reward=-25.0 aveQ=-15.30  loss=0.13
episode 4081: step=89  reward=-26.0 aveQ=-16.34  loss=0.14
episode 4082: step=55  reward=-17.0 aveQ=-10.37  loss=0.15
episode 4083: step=110 reward=-37.0 aveQ=-18.34  loss=0.15
episode 4084: step=42  reward=-21.0 aveQ=-12.27  loss=0.14
episode 4085: step=55  reward=-21.0 aveQ=-10.94  loss=0.14
episode 4086: step=55  reward=-18.0 aveQ=-10.76  loss=0.12
episode 4087: step=68  reward=-22.0 aveQ=-13.26  loss=0.12
episode 4088: step=89  reward=-31.0 aveQ=-18.67  loss=0.10
episode 4089: step=89  reward=-42.0 aveQ=-17.98  loss=0.10
episode 4090: step=89  reward=-33.0 aveQ=-18.38  loss=0.10
episode 4091: step=68  reward=-23.0 aveQ=-13.03  loss=0.12
episode 4092: step=89  reward=-46.0 aveQ=-18.59  loss=0.10
episode 4093: step=55  reward=-21.0 aveQ=-12.44  loss=0.10
episode 4094: step=68  reward=-77.0 aveQ=-24.99  loss=0.10
episode 4095: step=89  reward=-28.0 aveQ=-16.27  loss=0.10
episode 4096: step=68  reward=-22.0 aveQ=-13.51  loss=0.11
episode 4097: step=68  reward=-24.0 aveQ=-13.21  loss=0.11
episode 4098: step=89  reward=-29.0 aveQ=-17.05  loss=0.12
episode 4099: step=89  reward=-31.0 aveQ=-16.15  loss=0.12
episode 4100: step=89  reward=-27.0 aveQ=-16.02  loss=0.15
episode 4101: step=89  reward=-27.0 aveQ=-15.67  loss=0.12
episode 4102: step=89  reward=-29.0 aveQ=-17.73  loss=0.13
episode 4103: step=72  reward=-21.0 aveQ=-12.34  loss=0.12
episode 4104: step=68  reward=-24.0 aveQ=-13.17  loss=0.13
episode 4105: step=72  reward=-22.0 aveQ=-12.15  loss=0.13
episode 4106: step=55  reward=-18.0 aveQ=-12.47  loss=0.14
episode 4107: step=68  reward=-23.0 aveQ=-12.18  loss=0.16
episode 4108: step=55  reward=-18.0 aveQ=-10.00  loss=0.12
episode 4109: step=55  reward=-23.0 aveQ=-10.91  loss=0.15
episode 4110: step=72  reward=-22.0 aveQ=-13.68  loss=0.11
episode 4111: step=42  reward=-13.0 aveQ=-7.82   loss=0.14
episode 4112: step=55  reward=-24.0 aveQ=-10.92  loss=0.15
episode 4113: step=89  reward=-31.0 aveQ=-18.14  loss=0.13
episode 4114: step=55  reward=-18.0 aveQ=-10.46  loss=0.13
episode 4115: step=72  reward=-27.0 aveQ=-16.08  loss=0.15
episode 4116: step=110 reward=-34.0 aveQ=-18.45  loss=0.16
episode 4117: step=68  reward=-50.0 aveQ=-20.88  loss=0.14
episode 4118: step=42  reward=-17.0 aveQ=-8.71   loss=0.11
episode 4119: step=55  reward=-18.0 aveQ=-9.47   loss=0.15
episode 4120: step=89  reward=-28.0 aveQ=-17.47  loss=0.14
episode 4121: step=55  reward=-18.0 aveQ=-11.10  loss=0.16
episode 4122: step=89  reward=-27.0 aveQ=-14.86  loss=0.19
episode 4123: step=89  reward=-26.0 aveQ=-15.42  loss=0.15
episode 4124: step=89  reward=-29.0 aveQ=-16.14  loss=0.16
episode 4125: step=42  reward=-13.0 aveQ=-7.50   loss=0.14
episode 4126: step=55  reward=-19.0 aveQ=-12.65  loss=0.18
episode 4127: step=68  reward=-24.0 aveQ=-13.59  loss=0.19
episode 4128: step=42  reward=-14.0 aveQ=-8.32   loss=0.17
episode 4129: step=89  reward=-29.0 aveQ=-15.98  loss=0.15
episode 4130: step=55  reward=-22.0 aveQ=-12.52  loss=0.18
episode 4131: step=89  reward=-26.0 aveQ=-14.22  loss=0.17
episode 4132: step=110 reward=-34.0 aveQ=-20.36  loss=0.17
episode 4133: step=110 reward=-41.0 aveQ=-17.30  loss=0.21
episode 4134: step=110 reward=-37.0 aveQ=-23.36  loss=0.16
episode 4135: step=55  reward=-20.0 aveQ=-11.64  loss=0.17
episode 4136: step=72  reward=-65.0 aveQ=-32.83  loss=0.21
episode 4137: step=72  reward=-24.0 aveQ=-11.53  loss=0.19
episode 4138: step=110 reward=-33.0 aveQ=-17.28  loss=0.17
episode 4139: step=110 reward=-34.0 aveQ=-21.24  loss=0.18
episode 4140: step=55  reward=-16.0 aveQ=-8.76   loss=0.19
episode 4141: step=89  reward=-29.0 aveQ=-15.81  loss=0.19
episode 4142: step=89  reward=-34.0 aveQ=-24.67  loss=0.20
episode 4143: step=89  reward=-40.0 aveQ=-17.61  loss=0.18
episode 4144: step=72  reward=-23.0 aveQ=-12.53  loss=0.18
episode 4145: step=89  reward=-27.0 aveQ=-14.45  loss=0.19
episode 4146: step=42  reward=-13.0 aveQ=-7.30   loss=0.19
episode 4147: step=55  reward=-17.0 aveQ=-9.10   loss=0.15
episode 4148: step=42  reward=-14.0 aveQ=-7.03   loss=0.15
episode 4149: step=42  reward=-17.0 aveQ=-15.43  loss=0.16
episode 4150: step=89  reward=-28.0 aveQ=-14.66  loss=0.19
episode 4151: step=55  reward=-19.0 aveQ=-10.27  loss=0.19
episode 4152: step=89  reward=-28.0 aveQ=-15.05  loss=0.20
episode 4153: step=72  reward=-22.0 aveQ=-11.80  loss=0.21
episode 4154: step=68  reward=-21.0 aveQ=-10.83  loss=0.20
episode 4155: step=89  reward=-29.0 aveQ=-18.87  loss=0.20
episode 4156: step=110 reward=-32.0 aveQ=-18.18  loss=0.16
episode 4157: step=55  reward=-28.0 aveQ=-12.19  loss=0.16
episode 4158: step=68  reward=-28.0 aveQ=-16.19  loss=0.19
episode 4159: step=42  reward=-20.0 aveQ=-14.22  loss=0.17
episode 4160: step=89  reward=-28.0 aveQ=-15.84  loss=0.18
episode 4161: step=89  reward=-28.0 aveQ=-18.13  loss=0.17
episode 4162: step=89  reward=-27.0 aveQ=-15.99  loss=0.19
episode 4163: step=55  reward=-17.0 aveQ=-10.35  loss=0.14
episode 4164: step=89  reward=-32.0 aveQ=-21.03  loss=0.15
episode 4165: step=110 reward=-38.0 aveQ=-21.68  loss=0.17
episode 4166: step=89  reward=-29.0 aveQ=-17.17  loss=0.16
episode 4167: step=68  reward=-21.0 aveQ=-11.68  loss=0.15
episode 4168: step=42  reward=-15.0 aveQ=-7.81   loss=0.14
episode 4169: step=72  reward=-26.0 aveQ=-14.71  loss=0.15
episode 4170: step=55  reward=-22.0 aveQ=-15.70  loss=0.16
episode 4171: step=89  reward=-27.0 aveQ=-16.52  loss=0.15
episode 4172: step=72  reward=-23.0 aveQ=-13.80  loss=0.17
episode 4173: step=55  reward=-19.0 aveQ=-10.59  loss=0.16
episode 4174: step=72  reward=-23.0 aveQ=-12.71  loss=0.20
episode 4175: step=42  reward=-16.0 aveQ=-7.52   loss=0.17
episode 4176: step=55  reward=-18.0 aveQ=-9.76   loss=0.17
episode 4177: step=72  reward=-24.0 aveQ=-12.88  loss=0.19
episode 4178: step=89  reward=-29.0 aveQ=-15.14  loss=0.22
episode 4179: step=110 reward=-113.0 aveQ=-33.77  loss=0.20
episode 4180: step=89  reward=-33.0 aveQ=-17.95  loss=0.22
episode 4181: step=89  reward=-26.0 aveQ=-14.88  loss=0.32
episode 4182: step=68  reward=-21.0 aveQ=-12.76  loss=0.16
episode 4183: step=110 reward=-92.0 aveQ=-36.15  loss=0.18
episode 4184: step=55  reward=-17.0 aveQ=-8.97   loss=0.17
episode 4185: step=55  reward=-18.0 aveQ=-10.30  loss=0.20
episode 4186: step=42  reward=-20.0 aveQ=-13.55  loss=0.19
episode 4187: step=68  reward=-21.0 aveQ=-13.04  loss=0.22
episode 4188: step=89  reward=-29.0 aveQ=-16.42  loss=0.18
episode 4189: step=55  reward=-25.0 aveQ=-16.66  loss=0.23
episode 4190: step=68  reward=-20.0 aveQ=-12.18  loss=0.19
episode 4191: step=68  reward=-20.0 aveQ=-11.25  loss=0.21
episode 4192: step=42  reward=-13.0 aveQ=-7.92   loss=0.19
episode 4193: step=68  reward=-23.0 aveQ=-12.34  loss=0.16
episode 4194: step=55  reward=-18.0 aveQ=-11.76  loss=0.17
episode 4195: step=68  reward=-22.0 aveQ=-15.16  loss=0.17
episode 4196: step=72  reward=-21.0 aveQ=-11.55  loss=0.22
episode 4197: step=68  reward=-21.0 aveQ=-13.07  loss=0.18
episode 4198: step=89  reward=-28.0 aveQ=-16.10  loss=0.22
episode 4199: step=55  reward=-52.0 aveQ=-27.95  loss=0.23
episode 4200: step=55  reward=-17.0 aveQ=-9.53   loss=0.20
episode 4201: step=68  reward=-20.0 aveQ=-12.24  loss=0.23
episode 4202: step=89  reward=-28.0 aveQ=-16.76  loss=0.23
episode 4203: step=55  reward=-18.0 aveQ=-11.10  loss=0.21
episode 4204: step=55  reward=-18.0 aveQ=-12.26  loss=0.17
episode 4205: step=68  reward=-66.0 aveQ=-33.98  loss=0.23
episode 4206: step=72  reward=-23.0 aveQ=-13.49  loss=0.25
episode 4207: step=68  reward=-24.0 aveQ=-14.45  loss=0.30
episode 4208: step=55  reward=-17.0 aveQ=-10.07  loss=0.29
episode 4209: step=68  reward=-22.0 aveQ=-13.01  loss=0.34
episode 4210: step=89  reward=-35.0 aveQ=-26.57  loss=0.37
episode 4211: step=55  reward=-18.0 aveQ=-10.40  loss=0.26
episode 4212: step=68  reward=-23.0 aveQ=-10.32  loss=0.25
episode 4213: step=42  reward=-13.0 aveQ=-7.45   loss=0.21
episode 4214: step=42  reward=-13.0 aveQ=-7.43   loss=0.28
episode 4215: step=68  reward=-28.0 aveQ=-16.86  loss=0.25
episode 4216: step=42  reward=-14.0 aveQ=-8.94   loss=0.22
episode 4217: step=42  reward=-22.0 aveQ=-9.05   loss=0.23
episode 4218: step=68  reward=-22.0 aveQ=-13.15  loss=0.27
episode 4219: step=110 reward=-32.0 aveQ=-16.85  loss=0.22
episode 4220: step=68  reward=-26.0 aveQ=-13.85  loss=0.34
episode 4221: step=55  reward=-48.0 aveQ=-29.87  loss=0.24
episode 4222: step=42  reward=-15.0 aveQ=-7.77   loss=0.21
episode 4223: step=89  reward=-26.0 aveQ=-13.71  loss=0.22
episode 4224: step=89  reward=-28.0 aveQ=-15.36  loss=0.28
episode 4225: step=89  reward=-28.0 aveQ=-14.63  loss=0.24
episode 4226: step=55  reward=-17.0 aveQ=-9.08   loss=0.23
episode 4227: step=110 reward=-34.0 aveQ=-18.32  loss=0.24
episode 4228: step=55  reward=-19.0 aveQ=-10.42  loss=0.29
episode 4229: step=72  reward=-26.0 aveQ=-23.44  loss=0.25
episode 4230: step=89  reward=-25.0 aveQ=-13.07  loss=0.26
episode 4231: step=55  reward=-19.0 aveQ=-10.95  loss=0.19
episode 4232: step=55  reward=-18.0 aveQ=-9.85   loss=0.22
episode 4233: step=89  reward=-31.0 aveQ=-18.09  loss=0.21
episode 4234: step=68  reward=-25.0 aveQ=-12.94  loss=0.46
episode 4235: step=68  reward=-21.0 aveQ=-13.34  loss=0.22
episode 4236: step=55  reward=-21.0 aveQ=-9.35   loss=0.18
episode 4237: step=68  reward=-53.0 aveQ=-35.73  loss=0.21
episode 4238: step=72  reward=-22.0 aveQ=-12.63  loss=0.24
episode 4239: step=55  reward=-23.0 aveQ=-16.30  loss=0.22
episode 4240: step=68  reward=-23.0 aveQ=-13.78  loss=0.19
episode 4241: step=42  reward=-13.0 aveQ=-8.16   loss=0.22
episode 4242: step=89  reward=-27.0 aveQ=-16.36  loss=0.26
episode 4243: step=55  reward=-22.0 aveQ=-10.10  loss=0.19
episode 4244: step=110 reward=-35.0 aveQ=-23.77  loss=0.23
episode 4245: step=89  reward=-27.0 aveQ=-16.84  loss=0.23
episode 4246: step=68  reward=-25.0 aveQ=-19.83  loss=0.17
episode 4247: step=42  reward=-17.0 aveQ=-8.56   loss=0.22
episode 4248: step=55  reward=-16.0 aveQ=-9.15   loss=0.21
episode 4249: step=110 reward=-36.0 aveQ=-16.73  loss=0.24
episode 4250: step=89  reward=-84.0 aveQ=-38.44  loss=0.38
episode 4251: step=72  reward=-27.0 aveQ=-12.46  loss=0.23
episode 4252: step=110 reward=-37.0 aveQ=-22.46  loss=0.19
episode 4253: step=68  reward=-23.0 aveQ=-12.88  loss=0.20
episode 4254: step=55  reward=-17.0 aveQ=-9.54   loss=0.19
episode 4255: step=89  reward=-27.0 aveQ=-15.79  loss=0.18
episode 4256: step=89  reward=-29.0 aveQ=-16.32  loss=0.22
episode 4257: step=68  reward=-20.0 aveQ=-10.81  loss=0.21
episode 4258: step=68  reward=-21.0 aveQ=-13.93  loss=0.20
episode 4259: step=55  reward=-16.0 aveQ=-8.70   loss=0.20
episode 4260: step=110 reward=-43.0 aveQ=-26.94  loss=0.21
episode 4261: step=55  reward=-19.0 aveQ=-11.62  loss=0.20
episode 4262: step=89  reward=-28.0 aveQ=-15.86  loss=0.21
episode 4263: step=42  reward=-13.0 aveQ=-7.14   loss=0.20
episode 4264: step=42  reward=-16.0 aveQ=-7.76   loss=0.24
episode 4265: step=68  reward=-24.0 aveQ=-14.10  loss=0.23
episode 4266: step=89  reward=-26.0 aveQ=-13.53  loss=0.22
episode 4267: step=55  reward=-22.0 aveQ=-15.98  loss=0.20
episode 4268: step=55  reward=-18.0 aveQ=-9.70   loss=0.19
episode 4269: step=42  reward=-17.0 aveQ=-11.00  loss=0.20
episode 4270: step=110 reward=-37.0 aveQ=-18.16  loss=0.20
episode 4271: step=110 reward=-31.0 aveQ=-16.40  loss=0.20
episode 4272: step=42  reward=-13.0 aveQ=-8.16   loss=0.22
episode 4273: step=110 reward=-31.0 aveQ=-15.40  loss=0.19
episode 4274: step=55  reward=-18.0 aveQ=-11.13  loss=0.21
episode 4275: step=89  reward=-26.0 aveQ=-12.06  loss=0.20
episode 4276: step=68  reward=-21.0 aveQ=-13.60  loss=0.17
episode 4277: step=89  reward=-27.0 aveQ=-13.72  loss=0.39
episode 4278: step=42  reward=-14.0 aveQ=-8.58   loss=0.21
episode 4279: step=68  reward=-23.0 aveQ=-13.91  loss=0.19
episode 4280: step=72  reward=-22.0 aveQ=-14.36  loss=0.16
episode 4281: step=68  reward=-29.0 aveQ=-12.83  loss=0.20
episode 4282: step=55  reward=-19.0 aveQ=-10.54  loss=0.16
episode 4283: step=110 reward=-40.0 aveQ=-17.92  loss=0.25
episode 4284: step=110 reward=-34.0 aveQ=-18.84  loss=0.22
episode 4285: step=42  reward=-13.0 aveQ=-8.57   loss=0.22
episode 4286: step=55  reward=-17.0 aveQ=-11.74  loss=0.15
episode 4287: step=89  reward=-26.0 aveQ=-14.83  loss=0.26
episode 4288: step=68  reward=-20.0 aveQ=-11.29  loss=0.44
episode 4289: step=68  reward=-22.0 aveQ=-14.93  loss=0.31
episode 4290: step=68  reward=-20.0 aveQ=-11.92  loss=0.19
episode 4291: step=42  reward=-13.0 aveQ=-8.88   loss=0.17
episode 4292: step=55  reward=-17.0 aveQ=-9.67   loss=0.22
episode 4293: step=42  reward=-18.0 aveQ=-9.08   loss=0.32
episode 4294: step=42  reward=-13.0 aveQ=-8.69   loss=0.24
episode 4295: step=110 reward=-33.0 aveQ=-18.93  loss=0.22
episode 4296: step=72  reward=-22.0 aveQ=-12.60  loss=0.25
episode 4297: step=110 reward=-35.0 aveQ=-24.98  loss=0.21
episode 4298: step=42  reward=-13.0 aveQ=-7.75   loss=0.16
episode 4299: step=55  reward=-17.0 aveQ=-11.27  loss=0.17
episode 4300: step=110 reward=-32.0 aveQ=-17.34  loss=0.25
episode 4301: step=72  reward=-25.0 aveQ=-15.39  loss=0.26
episode 4302: step=110 reward=-35.0 aveQ=-18.25  loss=0.18
episode 4303: step=110 reward=-34.0 aveQ=-21.89  loss=0.22
episode 4304: step=110 reward=-35.0 aveQ=-16.58  loss=0.24
episode 4305: step=42  reward=-13.0 aveQ=-9.78   loss=0.21
episode 4306: step=89  reward=-29.0 aveQ=-17.51  loss=0.18
episode 4307: step=68  reward=-21.0 aveQ=-10.14  loss=0.20
episode 4308: step=55  reward=-25.0 aveQ=-17.86  loss=0.19
episode 4309: step=110 reward=-33.0 aveQ=-17.41  loss=0.27
episode 4310: step=68  reward=-25.0 aveQ=-13.30  loss=0.25
episode 4311: step=55  reward=-18.0 aveQ=-9.29   loss=0.22
episode 4312: step=55  reward=-17.0 aveQ=-10.57  loss=0.18
episode 4313: step=89  reward=-28.0 aveQ=-16.47  loss=0.17
episode 4314: step=110 reward=-33.0 aveQ=-18.74  loss=0.18
episode 4315: step=110 reward=-38.0 aveQ=-24.11  loss=0.20
episode 4316: step=55  reward=-19.0 aveQ=-9.82   loss=0.18
episode 4317: step=68  reward=-28.0 aveQ=-18.09  loss=0.17
episode 4318: step=55  reward=-19.0 aveQ=-9.79   loss=0.16
episode 4319: step=89  reward=-28.0 aveQ=-15.99  loss=0.19
episode 4320: step=55  reward=-16.0 aveQ=-9.48   loss=0.17
episode 4321: step=110 reward=-33.0 aveQ=-23.75  loss=0.20
episode 4322: step=42  reward=-13.0 aveQ=-7.39   loss=0.18
episode 4323: step=89  reward=-25.0 aveQ=-14.22  loss=0.19
episode 4324: step=55  reward=-18.0 aveQ=-11.66  loss=0.16
episode 4325: step=42  reward=-17.0 aveQ=-11.32  loss=0.22
episode 4326: step=89  reward=-36.0 aveQ=-14.57  loss=0.17
episode 4327: step=89  reward=-26.0 aveQ=-14.95  loss=0.17
episode 4328: step=55  reward=-18.0 aveQ=-9.27   loss=0.14
episode 4329: step=68  reward=-23.0 aveQ=-12.94  loss=0.16
episode 4330: step=68  reward=-23.0 aveQ=-13.22  loss=0.18
episode 4331: step=55  reward=-18.0 aveQ=-9.49   loss=0.17
episode 4332: step=72  reward=-21.0 aveQ=-13.59  loss=0.18
episode 4333: step=55  reward=-19.0 aveQ=-9.91   loss=0.16
episode 4334: step=110 reward=-31.0 aveQ=-19.71  loss=0.16
episode 4335: step=55  reward=-17.0 aveQ=-10.89  loss=0.19
episode 4336: step=72  reward=-26.0 aveQ=-20.60  loss=0.16
episode 4337: step=72  reward=-24.0 aveQ=-13.26  loss=0.14
episode 4338: step=55  reward=-17.0 aveQ=-10.69  loss=0.20
episode 4339: step=68  reward=-25.0 aveQ=-15.68  loss=0.14
episode 4340: step=68  reward=-25.0 aveQ=-11.89  loss=0.14
episode 4341: step=110 reward=-32.0 aveQ=-16.75  loss=0.15
episode 4342: step=68  reward=-23.0 aveQ=-13.92  loss=0.19
episode 4343: step=55  reward=-19.0 aveQ=-9.92   loss=0.20
episode 4344: step=68  reward=-19.0 aveQ=-11.46  loss=0.19
episode 4345: step=55  reward=-18.0 aveQ=-11.22  loss=0.15
episode 4346: step=89  reward=-28.0 aveQ=-18.78  loss=0.15
episode 4347: step=72  reward=-23.0 aveQ=-14.22  loss=0.11
episode 4348: step=42  reward=-13.0 aveQ=-7.63   loss=0.17
episode 4349: step=55  reward=-17.0 aveQ=-9.59   loss=0.14
episode 4350: step=89  reward=-25.0 aveQ=-13.63  loss=0.13
episode 4351: step=42  reward=-14.0 aveQ=-7.60   loss=0.14
episode 4352: step=55  reward=-17.0 aveQ=-10.00  loss=0.14
episode 4353: step=55  reward=-22.0 aveQ=-11.19  loss=0.15
episode 4354: step=68  reward=-21.0 aveQ=-11.71  loss=0.11
episode 4355: step=110 reward=-33.0 aveQ=-17.87  loss=0.14
episode 4356: step=89  reward=-28.0 aveQ=-16.72  loss=0.15
episode 4357: step=68  reward=-22.0 aveQ=-13.06  loss=0.14
episode 4358: step=68  reward=-22.0 aveQ=-14.96  loss=0.12
episode 4359: step=68  reward=-20.0 aveQ=-12.30  loss=0.11
episode 4360: step=110 reward=-38.0 aveQ=-20.33  loss=0.13
episode 4361: step=110 reward=-31.0 aveQ=-17.95  loss=0.12
episode 4362: step=110 reward=-32.0 aveQ=-18.49  loss=0.12
episode 4363: step=72  reward=-24.0 aveQ=-12.90  loss=0.14
episode 4364: step=89  reward=-30.0 aveQ=-16.70  loss=0.11
episode 4365: step=68  reward=-22.0 aveQ=-13.41  loss=0.11
episode 4366: step=89  reward=-32.0 aveQ=-14.22  loss=0.14
episode 4367: step=55  reward=-18.0 aveQ=-10.30  loss=0.13
episode 4368: step=89  reward=-28.0 aveQ=-16.81  loss=0.10
episode 4369: step=55  reward=-18.0 aveQ=-8.90   loss=0.12
episode 4370: step=68  reward=-22.0 aveQ=-11.16  loss=0.12
episode 4371: step=68  reward=-24.0 aveQ=-10.60  loss=0.13
episode 4372: step=68  reward=-21.0 aveQ=-11.88  loss=0.10
episode 4373: step=72  reward=-25.0 aveQ=-11.15  loss=0.11
episode 4374: step=110 reward=-33.0 aveQ=-17.55  loss=0.10
episode 4375: step=72  reward=-27.0 aveQ=-12.12  loss=0.12
episode 4376: step=89  reward=-30.0 aveQ=-16.99  loss=0.11
episode 4377: step=42  reward=-15.0 aveQ=-7.51   loss=0.09
episode 4378: step=89  reward=-210.0 aveQ=-35.11  loss=0.13
episode 4379: step=89  reward=-26.0 aveQ=-13.96  loss=0.22
episode 4380: step=55  reward=-29.0 aveQ=-13.03  loss=0.25
episode 4381: step=89  reward=-26.0 aveQ=-12.49  loss=0.25
episode 4382: step=42  reward=-14.0 aveQ=-7.02   loss=0.51
episode 4383: step=72  reward=-21.0 aveQ=-9.83   loss=0.46
episode 4384: step=68  reward=-20.0 aveQ=-9.95   loss=0.27
episode 4385: step=68  reward=-29.0 aveQ=-13.87  loss=0.35
episode 4386: step=89  reward=-25.0 aveQ=-10.70  loss=0.40
episode 4387: step=89  reward=-36.0 aveQ=-14.05  loss=0.47
episode 4388: step=42  reward=-14.0 aveQ=-7.04   loss=0.32
episode 4389: step=68  reward=-20.0 aveQ=-7.97   loss=0.36
episode 4390: step=89  reward=-27.0 aveQ=-10.93  loss=0.38
episode 4391: step=55  reward=-17.0 aveQ=-7.78   loss=0.50
episode 4392: step=42  reward=-15.0 aveQ=-7.44   loss=0.69
episode 4393: step=68  reward=-28.0 aveQ=-11.51  loss=0.43
episode 4394: step=89  reward=-27.0 aveQ=-10.37  loss=0.54
episode 4395: step=110 reward=-33.0 aveQ=-15.23  loss=0.37
episode 4396: step=42  reward=-13.0 aveQ=-6.29   loss=0.30
episode 4397: step=68  reward=-23.0 aveQ=-12.03  loss=0.47
episode 4398: step=110 reward=-73.0 aveQ=-30.45  loss=0.48
episode 4399: step=72  reward=-22.0 aveQ=-9.21   loss=0.45
episode 4400: step=72  reward=-23.0 aveQ=-11.91  loss=0.53
episode 4401: step=55  reward=-19.0 aveQ=-8.49   loss=0.45
episode 4402: step=89  reward=-31.0 aveQ=-12.68  loss=0.43
episode 4403: step=68  reward=-23.0 aveQ=-10.91  loss=0.55
episode 4404: step=42  reward=-13.0 aveQ=-7.61   loss=0.64
episode 4405: step=89  reward=-26.0 aveQ=-12.90  loss=0.43
episode 4406: step=55  reward=-20.0 aveQ=-8.72   loss=0.39
episode 4407: step=42  reward=-15.0 aveQ=-8.32   loss=0.45
episode 4408: step=42  reward=-13.0 aveQ=-6.75   loss=0.47
