total number of analysis:290344 
total number of analysis until best:201332 
top-scored iteration: 3470 

Microsoft Windows [Version 10.0.22000.613]
(c) Microsoft Corporation. All rights reserved.

C:\Users\dream\Documents\Research\RL_Construction\20220428>python Train.py
C:\Users\dream\anaconda3\lib\site-packages\torch\nn\init.py:388: UserWarning: Initializing zero-element tensors is a no-op
  warnings.warn("Initializing zero-element tensors is a no-op")
episode 1184: step=35  reward=-71.0 aveQ=-31.21  loss=8.64
episode 1185: step=72  reward=-77.0 aveQ=-45.26  loss=8.65
episode 1186: step=32  reward=-49.0 aveQ=-13.69  loss=10.80
episode 1187: step=48  reward=-51.0 aveQ=-20.87  loss=11.30
episode 1188: step=64  reward=-83.0 aveQ=-61.32  loss=9.91
episode 1189: step=72  reward=-153.0 aveQ=-61.12  loss=10.75
episode 1190: step=24  reward=-35.0 aveQ=-20.56  loss=10.28
episode 1191: step=24  reward=-37.0 aveQ=-20.09  loss=11.72
episode 1192: step=128 reward=-203.0 aveQ=-114.50 loss=12.38
episode 1193: step=50  reward=-89.0 aveQ=-53.83  loss=11.78
episode 1194: step=28  reward=-25.0 aveQ=-22.10  loss=10.71
episode 1195: step=49  reward=-78.0 aveQ=-49.24  loss=10.74
episode 1196: step=72  reward=-108.0 aveQ=-46.26  loss=11.49
episode 1197: step=96  reward=-90.0 aveQ=-65.16  loss=12.27
episode 1198: step=28  reward=-45.0 aveQ=-24.99  loss=9.89
episode 1199: step=24  reward=-36.0 aveQ=-21.59  loss=10.94
episode 1200: step=35  reward=-89.0 aveQ=-45.96  loss=12.19
episode 1201: step=72  reward=-129.0 aveQ=-75.76  loss=11.50
episode 1202: step=32  reward=-21.0 aveQ=-6.41   loss=11.84
episode 1203: step=72  reward=-115.0 aveQ=-52.83  loss=10.25
episode 1204: step=60  reward=-99.0 aveQ=-65.06  loss=9.44
episode 1205: step=60  reward=-160.0 aveQ=-71.24  loss=10.55
episode 1206: step=49  reward=-126.0 aveQ=-55.30  loss=9.97
episode 1207: step=28  reward=-29.0 aveQ=-20.89  loss=11.90
episode 1208: step=49  reward=-87.0 aveQ=-48.44  loss=12.17
episode 1209: step=128 reward=-345.0 aveQ=-146.22 loss=11.29
episode 1210: step=64  reward=-63.0 aveQ=-37.99  loss=12.46
episode 1211: step=49  reward=-83.0 aveQ=-43.93  loss=10.72
episode 1212: step=128 reward=-278.0 aveQ=-100.48 loss=11.72
episode 1213: step=128 reward=-381.0 aveQ=-135.26 loss=11.56
episode 1214: step=96  reward=-170.0 aveQ=-94.61  loss=13.86
episode 1215: step=50  reward=-81.0 aveQ=-52.08  loss=13.00
episode 1216: step=48  reward=-52.0 aveQ=-21.91  loss=12.79
episode 1217: step=72  reward=-62.0 aveQ=-40.36  loss=13.03
episode 1218: step=96  reward=-205.0 aveQ=-90.28  loss=12.98
episode 1219: step=96  reward=-150.0 aveQ=-80.03  loss=13.19
episode 1220: step=49  reward=-73.0 aveQ=-41.17  loss=14.78
episode 1221: step=70  reward=-123.0 aveQ=-73.97  loss=15.02
episode 1222: step=35  reward=-68.0 aveQ=-32.38  loss=14.48
episode 1223: step=48  reward=-31.0 aveQ=-20.45  loss=13.42
episode 1224: step=96  reward=-206.0 aveQ=-74.87  loss=13.81
episode 1225: step=28  reward=-42.0 aveQ=-21.03  loss=12.09
episode 1226: step=96  reward=-170.0 aveQ=-90.39  loss=14.13
episode 1227: step=64  reward=-127.0 aveQ=-68.84  loss=16.54
episode 1228: step=60  reward=-133.0 aveQ=-66.15  loss=14.46
episode 1229: step=49  reward=-107.0 aveQ=-53.53  loss=19.73
episode 1230: step=50  reward=-93.0 aveQ=-59.95  loss=15.81
episode 1231: step=96  reward=-97.0 aveQ=-70.48  loss=14.79
episode 1232: step=42  reward=-62.0 aveQ=-44.50  loss=15.78
episode 1233: step=70  reward=-206.0 aveQ=-90.45  loss=13.45
episode 1234: step=72  reward=-157.0 aveQ=-81.84  loss=14.68
episode 1235: step=64  reward=-153.0 aveQ=-65.59  loss=16.80
episode 1236: step=64  reward=-115.0 aveQ=-80.63  loss=18.39
episode 1237: step=96  reward=-149.0 aveQ=-97.45  loss=15.92
episode 1238: step=28  reward=-26.0 aveQ=-20.57  loss=16.89
episode 1239: step=70  reward=-203.0 aveQ=-95.14  loss=13.36
episode 1240: step=128 reward=-218.0 aveQ=-115.91 loss=17.44
episode 1241: step=96  reward=-235.0 aveQ=-83.45  loss=13.72
episode 1242: step=96  reward=-110.0 aveQ=-106.54 loss=15.75
episode 1243: step=96  reward=-114.0 aveQ=-77.29  loss=17.25
episode 1244: step=96  reward=-131.0 aveQ=-67.64  loss=14.49
episode 1245: step=48  reward=-31.0 aveQ=-16.09  loss=14.75
episode 1246: step=20  reward=-23.0 aveQ=-13.44  loss=14.56
episode 1247: step=50  reward=-106.0 aveQ=-63.71  loss=14.96
episode 1248: step=20  reward=-24.0 aveQ=-12.96  loss=13.40
episode 1249: step=49  reward=-95.0 aveQ=-49.17  loss=14.44
episode 1250: step=28  reward=-28.0 aveQ=-18.27  loss=16.09
episode 1251: step=48  reward=-44.0 aveQ=-33.43  loss=14.88
episode 1252: step=60  reward=-118.0 aveQ=-67.46  loss=13.14
episode 1253: step=60  reward=-109.0 aveQ=-62.64  loss=12.76
episode 1254: step=48  reward=-85.0 aveQ=-27.03  loss=14.50
episode 1255: step=70  reward=-191.0 aveQ=-86.74  loss=16.29
episode 1256: step=60  reward=-130.0 aveQ=-64.90  loss=16.34
episode 1257: step=60  reward=-137.0 aveQ=-71.07  loss=13.47
episode 1258: step=64  reward=-55.0 aveQ=-42.48  loss=16.18
episode 1259: step=49  reward=-78.0 aveQ=-44.33  loss=14.21
episode 1260: step=60  reward=-119.0 aveQ=-70.47  loss=14.64
episode 1261: step=50  reward=-97.0 aveQ=-58.68  loss=14.92
episode 1262: step=96  reward=-208.0 aveQ=-90.01  loss=13.43
episode 1263: step=70  reward=-160.0 aveQ=-83.55  loss=14.20
episode 1264: step=70  reward=-204.0 aveQ=-93.64  loss=14.19
episode 1265: step=128 reward=-197.0 aveQ=-127.26 loss=14.39
episode 1266: step=64  reward=-119.0 aveQ=-68.16  loss=15.75
episode 1267: step=42  reward=-71.0 aveQ=-43.40  loss=15.68
episode 1268: step=64  reward=-116.0 aveQ=-43.76  loss=17.18
episode 1269: step=64  reward=-189.0 aveQ=-62.92  loss=17.31
episode 1270: step=64  reward=-169.0 aveQ=-81.05  loss=16.15
episode 1271: step=64  reward=-76.0 aveQ=-49.38  loss=16.39
episode 1272: step=72  reward=-133.0 aveQ=-66.96  loss=20.71
episode 1273: step=35  reward=-61.0 aveQ=-35.28  loss=14.04
episode 1274: step=70  reward=-151.0 aveQ=-85.56  loss=17.59
episode 1275: step=50  reward=-81.0 aveQ=-51.20  loss=17.19
episode 1276: step=64  reward=-94.0 aveQ=-55.80  loss=17.52
episode 1277: step=128 reward=-123.0 aveQ=-110.46 loss=17.12
episode 1278: step=49  reward=-111.0 aveQ=-54.22  loss=16.25
episode 1279: step=35  reward=-99.0 aveQ=-44.35  loss=18.06
episode 1280: step=32  reward=-22.0 aveQ=-0.10   loss=15.96
episode 1281: step=42  reward=-89.0 aveQ=-51.72  loss=15.62
episode 1282: step=20  reward=-30.0 aveQ=-16.68  loss=18.88
episode 1283: step=49  reward=-143.0 aveQ=-60.85  loss=17.16
episode 1284: step=49  reward=-76.0 aveQ=-44.80  loss=15.58
episode 1285: step=42  reward=-73.0 aveQ=-40.89  loss=19.96
episode 1286: step=20  reward=-26.0 aveQ=-14.19  loss=22.77
episode 1287: step=24  reward=-44.0 aveQ=-18.28  loss=18.47
episode 1288: step=96  reward=-76.0 aveQ=-50.97  loss=18.08
episode 1289: step=24  reward=-25.0 aveQ=-17.29  loss=16.67
episode 1290: step=60  reward=-208.0 aveQ=-90.31  loss=21.02
episode 1291: step=96  reward=-129.0 aveQ=-76.59  loss=18.69
episode 1292: step=60  reward=-95.0 aveQ=-67.77  loss=16.61
episode 1293: step=64  reward=-67.0 aveQ=-43.79  loss=16.25
episode 1294: step=64  reward=-102.0 aveQ=-46.53  loss=16.05
episode 1295: step=64  reward=-141.0 aveQ=-74.45  loss=16.73
episode 1296: step=70  reward=-147.0 aveQ=-80.64  loss=17.61
episode 1297: step=42  reward=-74.0 aveQ=-43.22  loss=15.34
episode 1298: step=49  reward=-95.0 aveQ=-52.71  loss=16.48
episode 1299: step=70  reward=-179.0 aveQ=-89.10  loss=17.25
episode 1300: step=24  reward=-40.0 aveQ=-18.65  loss=14.23
episode 1301: step=50  reward=-98.0 aveQ=-58.51  loss=16.11
episode 1302: step=48  reward=-120.0 aveQ=-27.47  loss=16.62
episode 1303: step=35  reward=-51.0 aveQ=-29.50  loss=20.18
episode 1304: step=96  reward=-90.0 aveQ=-67.11  loss=19.40
episode 1305: step=48  reward=-51.0 aveQ=-28.35  loss=17.66
episode 1306: step=64  reward=-130.0 aveQ=-40.18  loss=14.94
episode 1307: step=48  reward=-32.0 aveQ=-6.69   loss=18.32
episode 1308: step=96  reward=-114.0 aveQ=-65.09  loss=18.93
episode 1309: step=35  reward=-64.0 aveQ=-37.18  loss=17.23
episode 1310: step=50  reward=-79.0 aveQ=-57.49  loss=15.90
episode 1311: step=72  reward=-74.0 aveQ=-36.21  loss=19.66
episode 1312: step=128 reward=-319.0 aveQ=-171.15 loss=20.08
episode 1313: step=48  reward=-47.0 aveQ=-18.87  loss=19.34
episode 1314: step=72  reward=-80.0 aveQ=-58.16  loss=21.83
episode 1315: step=28  reward=-29.0 aveQ=-20.94  loss=20.08
episode 1316: step=64  reward=-128.0 aveQ=-47.95  loss=18.13
episode 1317: step=50  reward=-116.0 aveQ=-62.49  loss=18.27
episode 1318: step=64  reward=-60.0 aveQ=-31.90  loss=16.89
episode 1319: step=64  reward=-112.0 aveQ=-66.78  loss=16.61
episode 1320: step=50  reward=-95.0 aveQ=-59.06  loss=17.20
episode 1321: step=48  reward=-58.0 aveQ=-37.72  loss=18.95
episode 1322: step=96  reward=-213.0 aveQ=-108.97 loss=17.96
episode 1323: step=60  reward=-113.0 aveQ=-66.23  loss=16.65
episode 1324: step=96  reward=-127.0 aveQ=-87.80  loss=17.08
episode 1325: step=35  reward=-50.0 aveQ=-31.54  loss=21.71
episode 1326: step=32  reward=-21.0 aveQ=-3.10   loss=20.40
episode 1327: step=24  reward=-39.0 aveQ=-21.15  loss=20.08
episode 1328: step=96  reward=-175.0 aveQ=-108.89 loss=23.34
episode 1329: step=128 reward=-240.0 aveQ=-122.98 loss=17.59
episode 1330: step=50  reward=-87.0 aveQ=-54.34  loss=15.25
episode 1331: step=60  reward=-114.0 aveQ=-64.12  loss=22.28
episode 1332: step=24  reward=-26.0 aveQ=-17.99  loss=17.45
episode 1333: step=20  reward=-21.0 aveQ=-12.79  loss=18.52
episode 1334: step=50  reward=-141.0 aveQ=-67.68  loss=18.35
episode 1335: step=20  reward=-23.0 aveQ=-13.31  loss=17.89
episode 1336: step=64  reward=-133.0 aveQ=-74.09  loss=16.75
episode 1337: step=64  reward=-73.0 aveQ=-40.18  loss=17.14
episode 1338: step=48  reward=-37.0 aveQ=-12.50  loss=17.30
episode 1339: step=42  reward=-85.0 aveQ=-48.33  loss=20.32
episode 1340: step=72  reward=-95.0 aveQ=-49.41  loss=17.35
episode 1341: step=20  reward=-36.0 aveQ=-21.33  loss=14.19
episode 1342: step=50  reward=-67.0 aveQ=-49.27  loss=14.83
episode 1343: step=48  reward=-78.0 aveQ=-22.96  loss=14.60
episode 1344: step=50  reward=-109.0 aveQ=-58.78  loss=16.79
episode 1345: step=96  reward=-146.0 aveQ=-86.44  loss=18.65
episode 1346: step=60  reward=-105.0 aveQ=-65.58  loss=17.37
episode 1347: step=64  reward=-102.0 aveQ=-64.96  loss=16.23
episode 1348: step=24  reward=-28.0 aveQ=-16.65  loss=14.80
episode 1349: step=28  reward=-20.0 aveQ=-16.68  loss=15.15
episode 1350: step=24  reward=-23.0 aveQ=-16.45  loss=14.47
episode 1351: step=28  reward=-32.0 aveQ=-20.63  loss=11.53
episode 1352: step=128 reward=-233.0 aveQ=-114.31 loss=16.83
episode 1353: step=72  reward=-89.0 aveQ=-46.94  loss=15.44
episode 1354: step=48  reward=-38.0 aveQ=-17.85  loss=17.49
episode 1355: step=96  reward=-161.0 aveQ=-92.31  loss=18.13
episode 1356: step=60  reward=-193.0 aveQ=-78.45  loss=17.68
episode 1357: step=70  reward=-141.0 aveQ=-71.54  loss=18.70
episode 1358: step=70  reward=-144.0 aveQ=-77.43  loss=19.82
episode 1359: step=48  reward=-41.0 aveQ=-30.41  loss=17.64
episode 1360: step=96  reward=-82.0 aveQ=-55.86  loss=18.05
episode 1361: step=20  reward=-27.0 aveQ=-16.45  loss=20.67
episode 1362: step=49  reward=-89.0 aveQ=-48.18  loss=18.08
episode 1363: step=50  reward=-84.0 aveQ=-53.07  loss=18.15
episode 1364: step=24  reward=-35.0 aveQ=-17.81  loss=15.27
episode 1365: step=20  reward=-36.0 aveQ=-16.82  loss=15.36
episode 1366: step=35  reward=-69.0 aveQ=-36.49  loss=20.26
episode 1367: step=24  reward=-20.0 aveQ=-14.43  loss=24.29
episode 1368: step=64  reward=-101.0 aveQ=-53.64  loss=18.45
episode 1369: step=49  reward=-72.0 aveQ=-41.94  loss=23.51
episode 1370: step=96  reward=-166.0 aveQ=-96.98  loss=18.64
episode 1371: step=42  reward=-81.0 aveQ=-47.96  loss=17.30
episode 1372: step=60  reward=-117.0 aveQ=-66.02  loss=17.87
episode 1373: step=64  reward=-106.0 aveQ=-68.15  loss=16.43
episode 1374: step=128 reward=-219.0 aveQ=-129.01 loss=17.61
episode 1375: step=64  reward=-125.0 aveQ=-54.85  loss=18.94
episode 1376: step=24  reward=-25.0 aveQ=-16.25  loss=17.79
episode 1377: step=128 reward=-177.0 aveQ=-123.15 loss=17.72
episode 1378: step=128 reward=-213.0 aveQ=-136.53 loss=18.87
episode 1379: step=24  reward=-43.0 aveQ=-22.44  loss=20.26
episode 1380: step=64  reward=-68.0 aveQ=-58.62  loss=16.41
episode 1381: step=32  reward=-26.0 aveQ=-8.84   loss=13.71
episode 1382: step=32  reward=-24.0 aveQ=-7.27   loss=14.79
episode 1383: step=70  reward=-144.0 aveQ=-85.95  loss=16.28
episode 1384: step=70  reward=-131.0 aveQ=-93.32  loss=15.11
episode 1385: step=64  reward=-146.0 aveQ=-69.34  loss=16.05
episode 1386: step=70  reward=-152.0 aveQ=-92.40  loss=15.94
episode 1387: step=42  reward=-56.0 aveQ=-39.49  loss=16.03
episode 1388: step=42  reward=-77.0 aveQ=-42.62  loss=14.49
episode 1389: step=96  reward=-80.0 aveQ=-90.27  loss=17.71
episode 1390: step=28  reward=-30.0 aveQ=-16.50  loss=13.60
episode 1391: step=64  reward=-89.0 aveQ=-54.83  loss=17.49
episode 1392: step=64  reward=-50.0 aveQ=-38.24  loss=16.49
episode 1393: step=32  reward=-32.0 aveQ=-8.73   loss=14.68
episode 1394: step=128 reward=-163.0 aveQ=-103.17 loss=14.96
episode 1395: step=64  reward=-91.0 aveQ=-53.51  loss=13.75
episode 1396: step=70  reward=-181.0 aveQ=-84.15  loss=15.21
episode 1397: step=42  reward=-56.0 aveQ=-38.74  loss=14.80
episode 1398: step=50  reward=-111.0 aveQ=-59.02  loss=16.41
episode 1399: step=48  reward=-54.0 aveQ=-13.76  loss=13.93
episode 1400: step=35  reward=-48.0 aveQ=-27.10  loss=14.76
episode 1401: step=64  reward=-83.0 aveQ=-49.94  loss=16.39
episode 1402: step=70  reward=-133.0 aveQ=-78.60  loss=14.95
episode 1403: step=24  reward=-39.0 aveQ=-19.67  loss=13.82
episode 1404: step=48  reward=-40.0 aveQ=-17.18  loss=13.55
episode 1405: step=96  reward=-156.0 aveQ=-88.37  loss=14.59
episode 1406: step=60  reward=-108.0 aveQ=-65.87  loss=14.26
episode 1407: step=64  reward=-105.0 aveQ=-61.48  loss=13.64
episode 1408: step=60  reward=-136.0 aveQ=-75.75  loss=13.16
episode 1409: step=72  reward=-94.0 aveQ=-67.40  loss=12.95
episode 1410: step=32  reward=-24.0 aveQ=-4.78   loss=12.74
episode 1411: step=50  reward=-125.0 aveQ=-60.61  loss=13.02
episode 1412: step=60  reward=-110.0 aveQ=-62.19  loss=13.30
episode 1413: step=72  reward=-67.0 aveQ=-37.68  loss=12.39
episode 1414: step=72  reward=-89.0 aveQ=-45.12  loss=13.35
episode 1415: step=42  reward=-74.0 aveQ=-35.62  loss=10.70
episode 1416: step=48  reward=-65.0 aveQ=-29.64  loss=11.27
episode 1417: step=60  reward=-82.0 aveQ=-51.96  loss=12.36
episode 1418: step=96  reward=-174.0 aveQ=-93.02  loss=11.31
episode 1419: step=28  reward=-28.0 aveQ=-18.29  loss=13.79
episode 1420: step=48  reward=-56.0 aveQ=-18.02  loss=15.34
episode 1421: step=20  reward=-25.0 aveQ=-13.72  loss=11.11
episode 1422: step=96  reward=-152.0 aveQ=-65.34  loss=12.83
episode 1423: step=50  reward=-110.0 aveQ=-57.90  loss=12.62
episode 1424: step=24  reward=-33.0 aveQ=-18.55  loss=14.94
episode 1425: step=72  reward=-154.0 aveQ=-67.87  loss=13.05
episode 1426: step=35  reward=-73.0 aveQ=-36.75  loss=12.52
episode 1427: step=49  reward=-83.0 aveQ=-52.86  loss=12.66
episode 1428: step=128 reward=-227.0 aveQ=-117.28 loss=14.27
episode 1429: step=96  reward=-141.0 aveQ=-71.37  loss=12.54
episode 1430: step=96  reward=-79.0 aveQ=-59.18  loss=15.81
episode 1431: step=96  reward=-140.0 aveQ=-80.40  loss=12.98
episode 1432: step=48  reward=-54.0 aveQ=-19.77  loss=14.36
episode 1433: step=42  reward=-63.0 aveQ=-39.62  loss=12.37
episode 1434: step=20  reward=-22.0 aveQ=-15.00  loss=10.50
episode 1435: step=60  reward=-85.0 aveQ=-62.10  loss=11.75
episode 1436: step=32  reward=-40.0 aveQ=-12.23  loss=11.67
episode 1437: step=48  reward=-58.0 aveQ=-20.84  loss=11.97
episode 1438: step=24  reward=-31.0 aveQ=-18.76  loss=16.45
episode 1439: step=96  reward=-146.0 aveQ=-106.19 loss=13.66
episode 1440: step=64  reward=-106.0 aveQ=-64.44  loss=11.42
episode 1441: step=48  reward=-94.0 aveQ=-25.28  loss=10.61
episode 1442: step=24  reward=-28.0 aveQ=-17.59  loss=10.07
episode 1443: step=48  reward=-65.0 aveQ=-29.06  loss=14.35
episode 1444: step=28  reward=-28.0 aveQ=-20.65  loss=12.07
episode 1445: step=60  reward=-154.0 aveQ=-81.76  loss=14.05
episode 1446: step=64  reward=-66.0 aveQ=-31.95  loss=13.59
episode 1447: step=42  reward=-62.0 aveQ=-39.89  loss=11.76
episode 1448: step=70  reward=-117.0 aveQ=-77.70  loss=11.76
episode 1449: step=35  reward=-50.0 aveQ=-31.53  loss=13.61
episode 1450: step=35  reward=-64.0 aveQ=-35.82  loss=11.08
episode 1451: step=96  reward=-183.0 aveQ=-77.53  loss=12.99
episode 1452: step=70  reward=-108.0 aveQ=-75.72  loss=11.31
episode 1453: step=28  reward=-29.0 aveQ=-22.44  loss=9.93
episode 1454: step=96  reward=-190.0 aveQ=-113.19 loss=10.54
episode 1455: step=64  reward=-111.0 aveQ=-40.85  loss=11.24
episode 1456: step=70  reward=-131.0 aveQ=-80.96  loss=11.84
episode 1457: step=24  reward=-24.0 aveQ=-15.83  loss=13.68
episode 1458: step=70  reward=-136.0 aveQ=-82.40  loss=11.81
episode 1459: step=20  reward=-22.0 aveQ=-13.27  loss=12.86
episode 1460: step=70  reward=-117.0 aveQ=-80.03  loss=11.35
episode 1461: step=64  reward=-54.0 aveQ=-39.24  loss=11.36
episode 1462: step=96  reward=-124.0 aveQ=-81.05  loss=11.01
episode 1463: step=42  reward=-60.0 aveQ=-38.38  loss=10.09
episode 1464: step=20  reward=-34.0 aveQ=-16.03  loss=12.61
episode 1465: step=60  reward=-120.0 aveQ=-66.46  loss=11.20
episode 1466: step=42  reward=-59.0 aveQ=-37.70  loss=11.14
episode 1467: step=64  reward=-81.0 aveQ=-60.23  loss=12.91
episode 1468: step=32  reward=-21.0 aveQ=-6.66   loss=12.06
episode 1469: step=32  reward=-19.0 aveQ=-14.11  loss=16.72
episode 1470: step=72  reward=-105.0 aveQ=-48.17  loss=12.48
episode 1471: step=48  reward=-40.0 aveQ=-18.97  loss=10.63
episode 1472: step=28  reward=-28.0 aveQ=-15.99  loss=11.40
episode 1473: step=28  reward=-25.0 aveQ=-15.27  loss=11.42
episode 1474: step=32  reward=-24.0 aveQ=-10.85  loss=10.94
episode 1475: step=32  reward=-23.0 aveQ=-6.74   loss=11.60
episode 1476: step=96  reward=-130.0 aveQ=-105.49 loss=13.52
episode 1477: step=96  reward=-212.0 aveQ=-76.94  loss=12.45
episode 1478: step=20  reward=-22.0 aveQ=-10.93  loss=12.00
episode 1479: step=60  reward=-137.0 aveQ=-72.96  loss=14.32
episode 1480: step=20  reward=-19.0 aveQ=-12.35  loss=13.23
episode 1481: step=96  reward=-162.0 aveQ=-65.64  loss=12.62
episode 1482: step=20  reward=-20.0 aveQ=-11.32  loss=12.20
episode 1483: step=48  reward=-77.0 aveQ=-34.99  loss=10.50
episode 1484: step=42  reward=-66.0 aveQ=-37.08  loss=11.11
episode 1485: step=72  reward=-69.0 aveQ=-54.94  loss=10.77
episode 1486: step=35  reward=-68.0 aveQ=-27.84  loss=12.49
episode 1487: step=50  reward=-104.0 aveQ=-56.04  loss=11.07
episode 1488: step=28  reward=-46.0 aveQ=-19.28  loss=9.38
episode 1489: step=60  reward=-138.0 aveQ=-72.48  loss=12.56
episode 1490: step=70  reward=-130.0 aveQ=-71.98  loss=11.82
episode 1491: step=96  reward=-150.0 aveQ=-91.37  loss=12.09
episode 1492: step=35  reward=-84.0 aveQ=-36.04  loss=12.26
episode 1493: step=20  reward=-20.0 aveQ=-11.53  loss=9.69
episode 1494: step=96  reward=-153.0 aveQ=-66.86  loss=11.03
episode 1495: step=28  reward=-28.0 aveQ=-17.31  loss=10.49
episode 1496: step=24  reward=-30.0 aveQ=-17.64  loss=11.65
episode 1497: step=48  reward=-48.0 aveQ=-21.21  loss=10.96
episode 1498: step=48  reward=-70.0 aveQ=-36.14  loss=10.68
episode 1499: step=60  reward=-125.0 aveQ=-60.43  loss=12.13
episode 1500: step=35  reward=-53.0 aveQ=-29.04  loss=11.54
episode 1501: step=48  reward=-80.0 aveQ=-20.51  loss=12.40
episode 1502: step=20  reward=-22.0 aveQ=-13.66  loss=11.29
episode 1503: step=48  reward=-56.0 aveQ=-19.05  loss=11.06
episode 1504: step=20  reward=-33.0 aveQ=-17.31  loss=11.79
episode 1505: step=24  reward=-31.0 aveQ=-15.22  loss=10.10
episode 1506: step=48  reward=-60.0 aveQ=-26.10  loss=10.10
episode 1507: step=64  reward=-77.0 aveQ=-41.81  loss=11.59
episode 1508: step=70  reward=-135.0 aveQ=-71.34  loss=11.71
episode 1509: step=70  reward=-176.0 aveQ=-80.98  loss=11.87
episode 1510: step=48  reward=-45.0 aveQ=-14.77  loss=11.11
episode 1511: step=72  reward=-100.0 aveQ=-52.58  loss=11.97
episode 1512: step=60  reward=-110.0 aveQ=-63.26  loss=10.65
episode 1513: step=64  reward=-81.0 aveQ=-29.96  loss=11.21
episode 1514: step=49  reward=-83.0 aveQ=-44.58  loss=11.45
episode 1515: step=72  reward=-89.0 aveQ=-47.91  loss=10.79
episode 1516: step=20  reward=-18.0 aveQ=-15.75  loss=10.21
episode 1517: step=48  reward=-72.0 aveQ=-25.65  loss=12.74
episode 1518: step=70  reward=-195.0 aveQ=-88.83  loss=9.93
episode 1519: step=20  reward=-23.0 aveQ=-14.16  loss=11.57
episode 1520: step=28  reward=-22.0 aveQ=-18.45  loss=11.00
episode 1521: step=48  reward=-56.0 aveQ=-30.51  loss=10.86
episode 1522: step=48  reward=-72.0 aveQ=-32.86  loss=11.22
episode 1523: step=64  reward=-126.0 aveQ=-50.89  loss=11.85
episode 1524: step=20  reward=-31.0 aveQ=-16.06  loss=11.73
episode 1525: step=48  reward=-43.0 aveQ=-21.13  loss=13.14
episode 1526: step=64  reward=-84.0 aveQ=-45.65  loss=11.98
episode 1527: step=32  reward=-53.0 aveQ=-14.77  loss=11.17
episode 1528: step=20  reward=-22.0 aveQ=-13.15  loss=13.75
episode 1529: step=60  reward=-94.0 aveQ=-58.50  loss=12.52
episode 1530: step=60  reward=-101.0 aveQ=-60.50  loss=10.86
episode 1531: step=28  reward=-27.0 aveQ=-16.65  loss=10.81
episode 1532: step=64  reward=-119.0 aveQ=-69.03  loss=10.92
episode 1533: step=24  reward=-25.0 aveQ=-15.22  loss=12.13
episode 1534: step=70  reward=-147.0 aveQ=-79.30  loss=11.83
episode 1535: step=20  reward=-22.0 aveQ=-12.32  loss=11.13
episode 1536: step=35  reward=-52.0 aveQ=-29.27  loss=12.85
episode 1537: step=49  reward=-74.0 aveQ=-45.79  loss=9.69
episode 1538: step=20  reward=-21.0 aveQ=-12.36  loss=8.97
episode 1539: step=64  reward=-99.0 aveQ=-60.02  loss=10.30
episode 1540: step=48  reward=-70.0 aveQ=-26.49  loss=12.28
episode 1541: step=128 reward=-148.0 aveQ=-88.17  loss=10.07
episode 1542: step=32  reward=-21.0 aveQ=-6.17   loss=9.05
episode 1543: step=24  reward=-42.0 aveQ=-17.50  loss=9.41
episode 1544: step=96  reward=-123.0 aveQ=-85.18  loss=9.29
episode 1545: step=35  reward=-76.0 aveQ=-36.30  loss=10.73
episode 1546: step=42  reward=-75.0 aveQ=-39.54  loss=11.66
episode 1547: step=70  reward=-130.0 aveQ=-73.28  loss=10.58
episode 1548: step=42  reward=-81.0 aveQ=-39.60  loss=10.71
episode 1549: step=24  reward=-51.0 aveQ=-20.42  loss=10.75
episode 1550: step=50  reward=-91.0 aveQ=-51.38  loss=10.55
episode 1551: step=35  reward=-54.0 aveQ=-33.38  loss=9.82
episode 1552: step=96  reward=-114.0 aveQ=-81.64  loss=9.14
episode 1553: step=96  reward=-122.0 aveQ=-57.99  loss=9.25
episode 1554: step=128 reward=-222.0 aveQ=-116.43 loss=11.25
episode 1555: step=96  reward=-147.0 aveQ=-74.03  loss=8.58
episode 1556: step=70  reward=-181.0 aveQ=-82.96  loss=9.21
episode 1557: step=48  reward=-41.0 aveQ=-19.48  loss=8.45
episode 1558: step=48  reward=-57.0 aveQ=-27.88  loss=9.40
episode 1559: step=60  reward=-103.0 aveQ=-56.87  loss=9.01
episode 1560: step=49  reward=-82.0 aveQ=-42.98  loss=8.98
episode 1561: step=70  reward=-108.0 aveQ=-69.73  loss=10.94
episode 1562: step=128 reward=-125.0 aveQ=-105.48 loss=9.53
episode 1563: step=28  reward=-31.0 aveQ=-18.69  loss=9.24
episode 1564: step=72  reward=-89.0 aveQ=-42.51  loss=9.36
episode 1565: step=70  reward=-139.0 aveQ=-72.39  loss=9.44
episode 1566: step=70  reward=-176.0 aveQ=-83.41  loss=10.03
episode 1567: step=96  reward=-151.0 aveQ=-81.26  loss=10.19
episode 1568: step=128 reward=-182.0 aveQ=-111.96 loss=9.95
episode 1569: step=49  reward=-80.0 aveQ=-41.00  loss=10.22
episode 1570: step=64  reward=-110.0 aveQ=-55.94  loss=10.65
episode 1571: step=96  reward=-130.0 aveQ=-73.37  loss=9.71
episode 1572: step=128 reward=-160.0 aveQ=-122.69 loss=10.60
episode 1573: step=32  reward=-22.0 aveQ=-8.51   loss=10.88
episode 1574: step=128 reward=-170.0 aveQ=-102.19 loss=9.30
episode 1575: step=24  reward=-25.0 aveQ=-15.83  loss=10.05
episode 1576: step=96  reward=-194.0 aveQ=-93.00  loss=9.52
episode 1577: step=50  reward=-100.0 aveQ=-53.85  loss=10.14
