total number of analysis:290344 
total number of analysis until best:201332 
top-scored iteration: 3470 

Microsoft Windows [Version 10.0.22000.613]
(c) Microsoft Corporation. All rights reserved.

C:\Users\dream\Documents\Research\RL_Construction\20220428>python Train.py
C:\Users\dream\anaconda3\lib\site-packages\torch\nn\init.py:388: UserWarning: Initializing zero-element tensors is a no-op
  warnings.warn("Initializing zero-element tensors is a no-op")
episode 3733: step=35  reward=-45.0 aveQ=-23.12  loss=2.20
episode 3734: step=49  reward=-66.0 aveQ=-34.09  loss=2.87
episode 3735: step=28  reward=-33.0 aveQ=-19.20  loss=2.32
episode 3736: step=35  reward=-44.0 aveQ=-23.34  loss=2.80
episode 3737: step=49  reward=-60.0 aveQ=-33.07  loss=2.88
episode 3738: step=35  reward=-44.0 aveQ=-23.28  loss=2.91
episode 3739: step=35  reward=-50.0 aveQ=-27.74  loss=2.19
episode 3740: step=50  reward=-70.0 aveQ=-37.28  loss=2.43
episode 3741: step=48  reward=-42.0 aveQ=-15.56  loss=2.80
episode 3742: step=50  reward=-79.0 aveQ=-39.44  loss=2.63
episode 3743: step=96  reward=-103.0 aveQ=-51.80  loss=2.54
episode 3744: step=70  reward=-104.0 aveQ=-52.48  loss=2.51
episode 3745: step=48  reward=-37.0 aveQ=-19.08  loss=2.73
episode 3746: step=35  reward=-46.0 aveQ=-22.85  loss=2.40
episode 3747: step=96  reward=-79.0 aveQ=-37.17  loss=2.98
episode 3748: step=64  reward=-40.0 aveQ=-23.19  loss=3.34
episode 3749: step=48  reward=-32.0 aveQ=-14.17  loss=2.48
episode 3750: step=96  reward=-111.0 aveQ=-64.49  loss=2.67
episode 3751: step=72  reward=-46.0 aveQ=-24.67  loss=2.52
episode 3752: step=60  reward=-91.0 aveQ=-42.35  loss=2.57
episode 3753: step=64  reward=-56.0 aveQ=-25.71  loss=2.60
episode 3754: step=60  reward=-85.0 aveQ=-43.70  loss=2.40
episode 3755: step=32  reward=-21.0 aveQ=-9.20   loss=2.54
episode 3756: step=64  reward=-53.0 aveQ=-32.73  loss=2.13
episode 3757: step=70  reward=-87.0 aveQ=-52.07  loss=2.41
episode 3758: step=32  reward=-21.0 aveQ=-8.36   loss=1.98
episode 3759: step=50  reward=-72.0 aveQ=-37.36  loss=2.39
episode 3760: step=42  reward=-46.0 aveQ=-27.43  loss=2.25
episode 3761: step=72  reward=-49.0 aveQ=-25.25  loss=2.55
episode 3762: step=35  reward=-43.0 aveQ=-25.96  loss=2.31
episode 3763: step=64  reward=-56.0 aveQ=-25.43  loss=2.45
episode 3764: step=28  reward=-26.0 aveQ=-17.06  loss=2.58
episode 3765: step=20  reward=-22.0 aveQ=-11.41  loss=2.27
episode 3766: step=96  reward=-94.0 aveQ=-45.87  loss=2.13
episode 3767: step=72  reward=-46.0 aveQ=-24.27  loss=2.29
episode 3768: step=72  reward=-42.0 aveQ=-30.54  loss=2.22
episode 3769: step=64  reward=-75.0 aveQ=-28.90  loss=2.21
episode 3770: step=96  reward=-58.0 aveQ=-32.53  loss=2.76
episode 3771: step=64  reward=-39.0 aveQ=-24.34  loss=2.79
episode 3772: step=50  reward=-74.0 aveQ=-38.55  loss=2.75
episode 3773: step=42  reward=-75.0 aveQ=-34.69  loss=2.52
episode 3774: step=20  reward=-22.0 aveQ=-12.55  loss=2.35
episode 3775: step=48  reward=-33.0 aveQ=-15.98  loss=2.31
episode 3776: step=49  reward=-60.0 aveQ=-33.63  loss=2.46
episode 3777: step=49  reward=-86.0 aveQ=-42.34  loss=2.82
episode 3778: step=49  reward=-57.0 aveQ=-34.14  loss=2.28
episode 3779: step=72  reward=-87.0 aveQ=-55.59  loss=2.59
episode 3780: step=50  reward=-62.0 aveQ=-36.14  loss=2.04
episode 3781: step=64  reward=-51.0 aveQ=-31.56  loss=2.02
episode 3782: step=49  reward=-74.0 aveQ=-36.62  loss=2.62
episode 3783: step=48  reward=-31.0 aveQ=-14.02  loss=2.60
episode 3784: step=49  reward=-68.0 aveQ=-34.01  loss=2.44
episode 3785: step=96  reward=-78.0 aveQ=-46.35  loss=1.99
episode 3786: step=64  reward=-39.0 aveQ=-21.20  loss=2.26
episode 3787: step=60  reward=-81.0 aveQ=-43.39  loss=2.29
episode 3788: step=64  reward=-47.0 aveQ=-23.78  loss=2.29
episode 3789: step=32  reward=-21.0 aveQ=-7.74   loss=2.64
episode 3790: step=35  reward=-46.0 aveQ=-26.58  loss=2.34
episode 3791: step=60  reward=-117.0 aveQ=-57.32  loss=2.19
episode 3792: step=64  reward=-92.0 aveQ=-48.80  loss=2.60
episode 3793: step=96  reward=-104.0 aveQ=-62.14  loss=2.35
episode 3794: step=60  reward=-105.0 aveQ=-47.35  loss=2.01
episode 3795: step=35  reward=-52.0 aveQ=-24.27  loss=2.18
episode 3796: step=96  reward=-63.0 aveQ=-42.72  loss=2.13
episode 3797: step=32  reward=-18.0 aveQ=-7.68   loss=2.01
episode 3798: step=20  reward=-22.0 aveQ=-12.12  loss=1.51
episode 3799: step=24  reward=-22.0 aveQ=-14.08  loss=2.14
episode 3800: step=42  reward=-53.0 aveQ=-28.76  loss=2.48
episode 3801: step=64  reward=-52.0 aveQ=-25.97  loss=2.02
episode 3802: step=48  reward=-56.0 aveQ=-19.65  loss=2.27
episode 3803: step=32  reward=-19.0 aveQ=-7.63   loss=2.07
episode 3804: step=72  reward=-80.0 aveQ=-27.74  loss=2.38
episode 3805: step=96  reward=-167.0 aveQ=-80.12  loss=2.26
episode 3806: step=28  reward=-28.0 aveQ=-18.20  loss=1.98
episode 3807: step=128 reward=-90.0 aveQ=-63.86  loss=2.21
episode 3808: step=96  reward=-69.0 aveQ=-42.83  loss=2.26
episode 3809: step=20  reward=-16.0 aveQ=-12.66  loss=2.42
episode 3810: step=42  reward=-48.0 aveQ=-28.74  loss=2.29
episode 3811: step=128 reward=-147.0 aveQ=-79.95  loss=2.07
episode 3812: step=32  reward=-21.0 aveQ=-7.50   loss=2.19
episode 3813: step=35  reward=-47.0 aveQ=-27.64  loss=1.96
episode 3814: step=50  reward=-67.0 aveQ=-35.34  loss=2.12
episode 3815: step=70  reward=-94.0 aveQ=-52.37  loss=2.05
episode 3816: step=48  reward=-42.0 aveQ=-24.59  loss=1.77
episode 3817: step=72  reward=-71.0 aveQ=-30.86  loss=2.47
episode 3818: step=64  reward=-41.0 aveQ=-21.90  loss=1.89
episode 3819: step=32  reward=-19.0 aveQ=-8.56   loss=1.91
episode 3820: step=50  reward=-71.0 aveQ=-36.69  loss=2.06
episode 3821: step=64  reward=-64.0 aveQ=-32.87  loss=2.53
episode 3822: step=72  reward=-44.0 aveQ=-32.98  loss=1.74
episode 3823: step=49  reward=-55.0 aveQ=-35.41  loss=1.95
episode 3824: step=128 reward=-121.0 aveQ=-56.57  loss=1.96
episode 3825: step=49  reward=-58.0 aveQ=-34.65  loss=2.11
episode 3826: step=48  reward=-60.0 aveQ=-24.10  loss=1.97
episode 3827: step=42  reward=-52.0 aveQ=-29.80  loss=1.85
episode 3828: step=48  reward=-36.0 aveQ=-20.48  loss=1.81
episode 3829: step=42  reward=-54.0 aveQ=-30.91  loss=1.87
episode 3830: step=96  reward=-64.0 aveQ=-39.12  loss=2.29
episode 3831: step=28  reward=-21.0 aveQ=-16.33  loss=2.40
episode 3832: step=70  reward=-112.0 aveQ=-52.70  loss=2.06
episode 3833: step=35  reward=-42.0 aveQ=-22.60  loss=1.75
episode 3834: step=32  reward=-24.0 aveQ=-7.39   loss=1.87
episode 3835: step=72  reward=-72.0 aveQ=-28.97  loss=2.52
episode 3836: step=28  reward=-28.0 aveQ=-16.04  loss=2.85
episode 3837: step=72  reward=-48.0 aveQ=-28.81  loss=1.82
episode 3838: step=64  reward=-38.0 aveQ=-20.21  loss=1.68
episode 3839: step=42  reward=-53.0 aveQ=-27.26  loss=2.09
episode 3840: step=50  reward=-88.0 aveQ=-37.63  loss=1.91
episode 3841: step=128 reward=-100.0 aveQ=-53.59  loss=1.71
episode 3842: step=48  reward=-28.0 aveQ=-12.72  loss=2.38
episode 3843: step=64  reward=-42.0 aveQ=-19.94  loss=2.67
episode 3844: step=72  reward=-64.0 aveQ=-33.12  loss=2.54
episode 3845: step=50  reward=-83.0 aveQ=-38.71  loss=2.04
episode 3846: step=72  reward=-56.0 aveQ=-33.85  loss=2.09
episode 3847: step=128 reward=-111.0 aveQ=-77.53  loss=2.13
episode 3848: step=50  reward=-70.0 aveQ=-37.30  loss=1.69
episode 3849: step=20  reward=-23.0 aveQ=-12.72  loss=1.95
episode 3850: step=96  reward=-77.0 aveQ=-39.47  loss=2.24
episode 3851: step=64  reward=-40.0 aveQ=-27.38  loss=2.13
episode 3852: step=28  reward=-22.0 aveQ=-15.66  loss=2.16
episode 3853: step=60  reward=-75.0 aveQ=-43.26  loss=2.02
episode 3854: step=42  reward=-58.0 aveQ=-28.16  loss=1.87
episode 3855: step=128 reward=-106.0 aveQ=-78.09  loss=1.78
episode 3856: step=24  reward=-24.0 aveQ=-14.23  loss=2.34
episode 3857: step=72  reward=-73.0 aveQ=-30.31  loss=2.03
episode 3858: step=70  reward=-99.0 aveQ=-52.66  loss=1.81
episode 3859: step=64  reward=-46.0 aveQ=-26.53  loss=1.90
episode 3860: step=48  reward=-28.0 aveQ=-13.33  loss=1.82
episode 3861: step=60  reward=-91.0 aveQ=-44.80  loss=1.69
episode 3862: step=70  reward=-98.0 aveQ=-53.68  loss=1.73
episode 3863: step=42  reward=-45.0 aveQ=-28.11  loss=1.79
episode 3864: step=48  reward=-30.0 aveQ=-14.59  loss=1.93
episode 3865: step=70  reward=-94.0 aveQ=-53.23  loss=1.75
episode 3866: step=24  reward=-22.0 aveQ=-14.36  loss=1.38
episode 3867: step=49  reward=-58.0 aveQ=-33.19  loss=1.74
episode 3868: step=96  reward=-125.0 aveQ=-63.71  loss=1.48
episode 3869: step=64  reward=-74.0 aveQ=-29.50  loss=1.55
episode 3870: step=48  reward=-40.0 aveQ=-14.04  loss=1.52
episode 3871: step=24  reward=-30.0 aveQ=-15.14  loss=2.06
episode 3872: step=42  reward=-57.0 aveQ=-29.62  loss=2.16
episode 3873: step=70  reward=-90.0 aveQ=-52.31  loss=1.79
episode 3874: step=64  reward=-53.0 aveQ=-26.73  loss=1.75
episode 3875: step=64  reward=-91.0 aveQ=-46.96  loss=1.54
episode 3876: step=64  reward=-42.0 aveQ=-19.44  loss=2.03
episode 3877: step=60  reward=-86.0 aveQ=-43.86  loss=1.72
episode 3878: step=24  reward=-26.0 aveQ=-14.80  loss=1.38
episode 3879: step=24  reward=-29.0 aveQ=-15.76  loss=1.28
episode 3880: step=35  reward=-48.0 aveQ=-24.20  loss=1.97
episode 3881: step=28  reward=-24.0 aveQ=-16.89  loss=2.27
episode 3882: step=70  reward=-96.0 aveQ=-53.92  loss=2.66
episode 3883: step=48  reward=-39.0 aveQ=-15.55  loss=1.66
episode 3884: step=20  reward=-23.0 aveQ=-13.15  loss=2.04
episode 3885: step=72  reward=-95.0 aveQ=-60.40  loss=1.73
episode 3886: step=48  reward=-28.0 aveQ=-13.85  loss=1.60
episode 3887: step=60  reward=-83.0 aveQ=-45.45  loss=1.61
episode 3888: step=64  reward=-47.0 aveQ=-22.06  loss=1.77
episode 3889: step=20  reward=-23.0 aveQ=-12.33  loss=2.00
episode 3890: step=64  reward=-93.0 aveQ=-51.31  loss=1.72
episode 3891: step=128 reward=-167.0 aveQ=-97.10  loss=1.64
episode 3892: step=20  reward=-23.0 aveQ=-12.15  loss=1.53
episode 3893: step=96  reward=-84.0 aveQ=-36.77  loss=1.64
episode 3894: step=70  reward=-97.0 aveQ=-52.69  loss=1.59
episode 3895: step=96  reward=-86.0 aveQ=-46.18  loss=1.57
episode 3896: step=96  reward=-156.0 aveQ=-79.43  loss=1.50
episode 3897: step=32  reward=-18.0 aveQ=-7.50   loss=1.32
episode 3898: step=20  reward=-23.0 aveQ=-11.84  loss=1.83
episode 3899: step=48  reward=-35.0 aveQ=-13.17  loss=1.52
episode 3900: step=72  reward=-58.0 aveQ=-22.33  loss=1.67
episode 3901: step=64  reward=-68.0 aveQ=-26.55  loss=1.53
episode 3902: step=32  reward=-19.0 aveQ=-10.00  loss=1.45
episode 3903: step=128 reward=-88.0 aveQ=-48.35  loss=1.68
episode 3904: step=42  reward=-59.0 aveQ=-33.36  loss=1.67
episode 3905: step=64  reward=-63.0 aveQ=-34.26  loss=1.57
episode 3906: step=72  reward=-60.0 aveQ=-32.84  loss=1.36
episode 3907: step=128 reward=-135.0 aveQ=-64.62  loss=1.55
episode 3908: step=64  reward=-51.0 aveQ=-28.55  loss=1.55
episode 3909: step=49  reward=-56.0 aveQ=-34.91  loss=1.61
episode 3910: step=35  reward=-42.0 aveQ=-24.78  loss=1.42
episode 3911: step=32  reward=-22.0 aveQ=-8.84   loss=1.78
episode 3912: step=20  reward=-22.0 aveQ=-12.32  loss=1.57
episode 3913: step=128 reward=-144.0 aveQ=-80.16  loss=1.63
episode 3914: step=64  reward=-52.0 aveQ=-24.41  loss=1.56
episode 3915: step=128 reward=-137.0 aveQ=-79.98  loss=1.61
episode 3916: step=20  reward=-28.0 aveQ=-12.99  loss=1.24
episode 3917: step=24  reward=-30.0 aveQ=-15.48  loss=1.72
episode 3918: step=48  reward=-34.0 aveQ=-15.71  loss=1.63
episode 3919: step=20  reward=-30.0 aveQ=-13.50  loss=1.82
episode 3920: step=96  reward=-115.0 aveQ=-63.90  loss=1.57
episode 3921: step=50  reward=-68.0 aveQ=-36.81  loss=1.70
episode 3922: step=49  reward=-72.0 aveQ=-36.73  loss=2.21
episode 3923: step=60  reward=-87.0 aveQ=-45.53  loss=1.69
episode 3924: step=20  reward=-22.0 aveQ=-12.35  loss=2.28
episode 3925: step=96  reward=-64.0 aveQ=-36.29  loss=1.78
episode 3926: step=32  reward=-26.0 aveQ=-9.80   loss=1.65
episode 3927: step=35  reward=-48.0 aveQ=-25.17  loss=1.74
episode 3928: step=96  reward=-99.0 aveQ=-49.42  loss=1.60
episode 3929: step=49  reward=-59.0 aveQ=-36.61  loss=1.41
episode 3930: step=28  reward=-23.0 aveQ=-17.19  loss=1.55
episode 3931: step=96  reward=-99.0 aveQ=-63.96  loss=1.79
episode 3932: step=49  reward=-62.0 aveQ=-36.26  loss=1.62
episode 3933: step=96  reward=-71.0 aveQ=-39.02  loss=1.71
episode 3934: step=50  reward=-72.0 aveQ=-42.27  loss=1.77
episode 3935: step=32  reward=-18.0 aveQ=-8.70   loss=1.77
episode 3936: step=20  reward=-24.0 aveQ=-12.69  loss=1.71
episode 3937: step=28  reward=-23.0 aveQ=-16.11  loss=1.60
episode 3938: step=64  reward=-45.0 aveQ=-21.12  loss=1.69
episode 3939: step=96  reward=-61.0 aveQ=-46.56  loss=1.46
episode 3940: step=24  reward=-46.0 aveQ=-17.04  loss=1.59
episode 3941: step=64  reward=-85.0 aveQ=-28.62  loss=1.61
episode 3942: step=60  reward=-95.0 aveQ=-44.72  loss=1.75
episode 3943: step=128 reward=-177.0 aveQ=-102.38 loss=1.64
episode 3944: step=60  reward=-94.0 aveQ=-43.88  loss=2.06
episode 3945: step=48  reward=-29.0 aveQ=-15.52  loss=1.61
episode 3946: step=128 reward=-100.0 aveQ=-64.08  loss=1.59
episode 3947: step=50  reward=-63.0 aveQ=-36.46  loss=2.38
episode 3948: step=42  reward=-59.0 aveQ=-29.78  loss=1.74
episode 3949: step=35  reward=-46.0 aveQ=-24.15  loss=1.79
episode 3950: step=128 reward=-134.0 aveQ=-78.45  loss=1.77
episode 3951: step=64  reward=-59.0 aveQ=-33.48  loss=1.74
episode 3952: step=60  reward=-91.0 aveQ=-44.15  loss=1.72
episode 3953: step=49  reward=-76.0 aveQ=-35.34  loss=1.44
episode 3954: step=60  reward=-89.0 aveQ=-47.13  loss=1.95
episode 3955: step=70  reward=-96.0 aveQ=-52.28  loss=2.08
episode 3956: step=64  reward=-101.0 aveQ=-25.97  loss=1.86
episode 3957: step=35  reward=-47.0 aveQ=-24.79  loss=1.52
episode 3958: step=48  reward=-58.0 aveQ=-22.81  loss=1.94
episode 3959: step=128 reward=-147.0 aveQ=-86.22  loss=1.71
episode 3960: step=32  reward=-18.0 aveQ=-9.25   loss=1.97
episode 3961: step=128 reward=-268.0 aveQ=-115.07 loss=1.56
episode 3962: step=50  reward=-71.0 aveQ=-36.28  loss=1.79
episode 3963: step=64  reward=-45.0 aveQ=-22.56  loss=1.81
episode 3964: step=96  reward=-98.0 aveQ=-50.40  loss=1.68
episode 3965: step=24  reward=-35.0 aveQ=-15.65  loss=1.67
episode 3966: step=128 reward=-82.0 aveQ=-62.01  loss=1.63
episode 3967: step=35  reward=-48.0 aveQ=-23.07  loss=2.26
episode 3968: step=48  reward=-28.0 aveQ=-13.90  loss=2.05
episode 3969: step=50  reward=-74.0 aveQ=-35.28  loss=1.99
episode 3970: step=60  reward=-90.0 aveQ=-42.08  loss=2.28
episode 3971: step=50  reward=-73.0 aveQ=-34.62  loss=1.67
episode 3972: step=72  reward=-76.0 aveQ=-59.10  loss=1.89
episode 3973: step=60  reward=-86.0 aveQ=-43.61  loss=1.86
episode 3974: step=60  reward=-114.0 aveQ=-50.96  loss=1.94
episode 3975: step=70  reward=-97.0 aveQ=-49.70  loss=2.15
episode 3976: step=64  reward=-55.0 aveQ=-27.00  loss=1.86
episode 3977: step=64  reward=-38.0 aveQ=-18.03  loss=1.55
episode 3978: step=32  reward=-18.0 aveQ=-7.47   loss=1.82
episode 3979: step=20  reward=-32.0 aveQ=-14.27  loss=1.62
episode 3980: step=20  reward=-21.0 aveQ=-12.75  loss=1.92
episode 3981: step=24  reward=-25.0 aveQ=-14.96  loss=1.85
episode 3982: step=32  reward=-18.0 aveQ=-7.23   loss=1.42
episode 3983: step=96  reward=-85.0 aveQ=-38.47  loss=1.55
episode 3984: step=20  reward=-22.0 aveQ=-13.12  loss=1.53
episode 3985: step=70  reward=-94.0 aveQ=-51.00  loss=1.81
episode 3986: step=64  reward=-53.0 aveQ=-25.30  loss=1.79
episode 3987: step=50  reward=-73.0 aveQ=-36.14  loss=1.70
episode 3988: step=42  reward=-55.0 aveQ=-29.52  loss=1.79
episode 3989: step=128 reward=-86.0 aveQ=-59.17  loss=1.97
episode 3990: step=64  reward=-61.0 aveQ=-22.69  loss=1.79
episode 3991: step=72  reward=-42.0 aveQ=-22.67  loss=1.59
episode 3992: step=49  reward=-84.0 aveQ=-36.10  loss=2.22
episode 3993: step=49  reward=-64.0 aveQ=-37.85  loss=1.60
episode 3994: step=96  reward=-74.0 aveQ=-35.55  loss=2.08
episode 3995: step=48  reward=-28.0 aveQ=-14.12  loss=1.79
episode 3996: step=96  reward=-88.0 aveQ=-34.24  loss=2.06
episode 3997: step=96  reward=-115.0 aveQ=-39.72  loss=1.73
episode 3998: step=35  reward=-54.0 aveQ=-26.12  loss=1.84
episode 3999: step=28  reward=-24.0 aveQ=-16.43  loss=1.97
episode 4000: step=50  reward=-64.0 aveQ=-35.85  loss=2.09
episode 4001: step=24  reward=-29.0 aveQ=-15.89  loss=1.52
episode 4002: step=42  reward=-54.0 aveQ=-31.90  loss=1.75
episode 4003: step=20  reward=-22.0 aveQ=-13.11  loss=2.02
episode 4004: step=60  reward=-88.0 aveQ=-45.12  loss=1.99
episode 4005: step=24  reward=-29.0 aveQ=-16.08  loss=2.52
episode 4006: step=72  reward=-49.0 aveQ=-30.21  loss=1.91
episode 4007: step=64  reward=-41.0 aveQ=-20.16  loss=2.11
episode 4008: step=128 reward=-91.0 aveQ=-47.85  loss=2.27
episode 4009: step=28  reward=-20.0 aveQ=-16.97  loss=1.99
episode 4010: step=64  reward=-38.0 aveQ=-19.18  loss=1.78
episode 4011: step=32  reward=-28.0 aveQ=-11.56  loss=2.15
episode 4012: step=42  reward=-60.0 aveQ=-31.24  loss=1.95
episode 4013: step=49  reward=-60.0 aveQ=-35.17  loss=1.98
episode 4014: step=24  reward=-26.0 aveQ=-17.07  loss=2.06
episode 4015: step=50  reward=-67.0 aveQ=-36.54  loss=1.90
episode 4016: step=28  reward=-20.0 aveQ=-17.15  loss=2.05
episode 4017: step=50  reward=-68.0 aveQ=-38.89  loss=2.15
episode 4018: step=32  reward=-19.0 aveQ=-10.28  loss=2.14
episode 4019: step=48  reward=-28.0 aveQ=-14.22  loss=2.23
episode 4020: step=50  reward=-67.0 aveQ=-39.92  loss=1.72
episode 4021: step=42  reward=-51.0 aveQ=-31.92  loss=1.93
episode 4022: step=64  reward=-86.0 aveQ=-49.84  loss=1.68
episode 4023: step=20  reward=-28.0 aveQ=-15.19  loss=1.96
episode 4024: step=64  reward=-41.0 aveQ=-21.20  loss=1.87
episode 4025: step=96  reward=-61.0 aveQ=-34.53  loss=1.98
episode 4026: step=60  reward=-80.0 aveQ=-46.84  loss=2.26
episode 4027: step=28  reward=-30.0 aveQ=-18.64  loss=1.66
episode 4028: step=96  reward=-100.0 aveQ=-46.56  loss=1.72
episode 4029: step=64  reward=-39.0 aveQ=-21.03  loss=1.46
episode 4030: step=128 reward=-106.0 aveQ=-58.71  loss=1.84
episode 4031: step=128 reward=-107.0 aveQ=-79.01  loss=1.96
episode 4032: step=96  reward=-93.0 aveQ=-39.73  loss=2.19
episode 4033: step=35  reward=-49.0 aveQ=-23.71  loss=2.55
episode 4034: step=64  reward=-94.0 aveQ=-50.47  loss=2.25
episode 4035: step=48  reward=-42.0 aveQ=-13.87  loss=1.88
episode 4036: step=24  reward=-24.0 aveQ=-14.11  loss=2.20
episode 4037: step=20  reward=-26.0 aveQ=-12.65  loss=2.62
episode 4038: step=24  reward=-25.0 aveQ=-14.69  loss=1.80
episode 4039: step=42  reward=-58.0 aveQ=-29.15  loss=1.88
episode 4040: step=42  reward=-59.0 aveQ=-29.71  loss=1.99
episode 4041: step=128 reward=-156.0 aveQ=-102.31 loss=3.09
episode 4042: step=96  reward=-67.0 aveQ=-38.41  loss=2.14
episode 4043: step=70  reward=-90.0 aveQ=-51.87  loss=2.16
episode 4044: step=49  reward=-70.0 aveQ=-35.43  loss=2.29
episode 4045: step=72  reward=-50.0 aveQ=-20.12  loss=1.88
episode 4046: step=60  reward=-91.0 aveQ=-44.74  loss=1.73
episode 4047: step=64  reward=-66.0 aveQ=-27.57  loss=2.05
episode 4048: step=28  reward=-22.0 aveQ=-17.76  loss=2.05
episode 4049: step=20  reward=-20.0 aveQ=-12.81  loss=2.21
episode 4050: step=70  reward=-94.0 aveQ=-53.40  loss=2.25
episode 4051: step=24  reward=-24.0 aveQ=-15.56  loss=2.43
episode 4052: step=35  reward=-49.0 aveQ=-28.11  loss=2.34
episode 4053: step=42  reward=-51.0 aveQ=-32.67  loss=2.12
episode 4054: step=70  reward=-94.0 aveQ=-55.15  loss=2.57
episode 4055: step=96  reward=-90.0 aveQ=-39.03  loss=2.26
episode 4056: step=72  reward=-74.0 aveQ=-25.57  loss=2.05
episode 4057: step=35  reward=-88.0 aveQ=-31.72  loss=2.03
episode 4058: step=48  reward=-44.0 aveQ=-25.36  loss=1.97
episode 4059: step=60  reward=-83.0 aveQ=-50.39  loss=2.20
episode 4060: step=50  reward=-66.0 aveQ=-37.83  loss=1.93
episode 4061: step=20  reward=-24.0 aveQ=-14.31  loss=2.34
episode 4062: step=48  reward=-30.0 aveQ=-14.69  loss=2.11
episode 4063: step=42  reward=-47.0 aveQ=-30.92  loss=2.49
episode 4064: step=32  reward=-20.0 aveQ=-9.89   loss=2.16
episode 4065: step=96  reward=-136.0 aveQ=-70.94  loss=2.25
episode 4066: step=72  reward=-61.0 aveQ=-33.23  loss=2.11
episode 4067: step=20  reward=-19.0 aveQ=-13.88  loss=2.96
episode 4068: step=48  reward=-48.0 aveQ=-24.09  loss=2.23
episode 4069: step=64  reward=-49.0 aveQ=-31.26  loss=2.29
episode 4070: step=96  reward=-78.0 aveQ=-43.58  loss=2.15
episode 4071: step=64  reward=-51.0 aveQ=-30.72  loss=2.38
episode 4072: step=64  reward=-82.0 aveQ=-55.35  loss=3.00
episode 4073: step=49  reward=-62.0 aveQ=-39.36  loss=2.47
episode 4074: step=35  reward=-48.0 aveQ=-26.58  loss=2.11
episode 4075: step=70  reward=-99.0 aveQ=-60.90  loss=2.06
episode 4076: step=72  reward=-54.0 aveQ=-37.95  loss=2.02
episode 4077: step=72  reward=-42.0 aveQ=-32.15  loss=2.09
episode 4078: step=128 reward=-106.0 aveQ=-52.18  loss=2.25
episode 4079: step=28  reward=-20.0 aveQ=-16.97  loss=2.13
episode 4080: step=64  reward=-103.0 aveQ=-55.98  loss=1.67
episode 4081: step=96  reward=-79.0 aveQ=-54.83  loss=1.96
episode 4082: step=50  reward=-88.0 aveQ=-44.22  loss=2.04
episode 4083: step=50  reward=-74.0 aveQ=-41.48  loss=1.86
episode 4084: step=60  reward=-88.0 aveQ=-47.12  loss=2.00
episode 4085: step=128 reward=-75.0 aveQ=-52.44  loss=1.92
episode 4086: step=64  reward=-61.0 aveQ=-31.86  loss=2.22
episode 4087: step=64  reward=-38.0 aveQ=-27.91  loss=1.99
episode 4088: step=48  reward=-32.0 aveQ=-15.87  loss=2.05
episode 4089: step=35  reward=-48.0 aveQ=-24.14  loss=2.34
episode 4090: step=42  reward=-51.0 aveQ=-31.30  loss=2.41
episode 4091: step=20  reward=-23.0 aveQ=-12.00  loss=1.83
episode 4092: step=20  reward=-22.0 aveQ=-11.98  loss=1.61
episode 4093: step=72  reward=-51.0 aveQ=-25.69  loss=1.91
episode 4094: step=42  reward=-62.0 aveQ=-30.13  loss=2.85
episode 4095: step=48  reward=-34.0 aveQ=-12.87  loss=1.83
episode 4096: step=60  reward=-86.0 aveQ=-42.41  loss=2.29
episode 4097: step=42  reward=-54.0 aveQ=-27.39  loss=1.88
episode 4098: step=35  reward=-55.0 aveQ=-24.15  loss=1.92
episode 4099: step=49  reward=-60.0 aveQ=-32.49  loss=1.49
episode 4100: step=60  reward=-86.0 aveQ=-43.71  loss=1.97
episode 4101: step=28  reward=-24.0 aveQ=-16.19  loss=2.00
episode 4102: step=32  reward=-29.0 aveQ=-7.73   loss=2.09
episode 4103: step=49  reward=-67.0 aveQ=-33.33  loss=2.00
episode 4104: step=64  reward=-39.0 aveQ=-19.56  loss=1.97
episode 4105: step=20  reward=-22.0 aveQ=-12.49  loss=2.04
episode 4106: step=96  reward=-57.0 aveQ=-34.49  loss=1.87
episode 4107: step=50  reward=-70.0 aveQ=-36.89  loss=1.84
episode 4108: step=49  reward=-61.0 aveQ=-35.48  loss=1.61
episode 4109: step=64  reward=-48.0 aveQ=-26.87  loss=1.63
episode 4110: step=24  reward=-26.0 aveQ=-14.91  loss=1.52
episode 4111: step=28  reward=-22.0 aveQ=-16.73  loss=1.38
episode 4112: step=28  reward=-29.0 aveQ=-17.77  loss=2.23
episode 4113: step=72  reward=-42.0 aveQ=-23.40  loss=1.78
episode 4114: step=96  reward=-88.0 aveQ=-52.96  loss=1.72
episode 4115: step=64  reward=-51.0 aveQ=-21.65  loss=1.43
episode 4116: step=48  reward=-28.0 aveQ=-11.82  loss=1.70
episode 4117: step=70  reward=-96.0 aveQ=-56.11  loss=1.82
episode 4118: step=20  reward=-24.0 aveQ=-12.69  loss=1.64
episode 4119: step=49  reward=-62.0 aveQ=-37.77  loss=1.87
episode 4120: step=50  reward=-67.0 aveQ=-38.02  loss=1.86
episode 4121: step=72  reward=-60.0 aveQ=-31.37  loss=1.96
episode 4122: step=28  reward=-25.0 aveQ=-15.64  loss=1.67
episode 4123: step=60  reward=-86.0 aveQ=-43.96  loss=1.71
episode 4124: step=50  reward=-75.0 aveQ=-39.42  loss=1.51
episode 4125: step=24  reward=-24.0 aveQ=-14.36  loss=1.62
episode 4126: step=96  reward=-105.0 aveQ=-63.88  loss=1.99
